模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","basic","基本信息","Basic Information","300","row","3","name","设备名称","Name","","字符串","是","设备的名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","basic","基本信息","Basic Information","300","row","3","operStatus","运行状态","Operational Status","","字符串","是","设备的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","basic","基本信息","Basic Information","300","row","3","primaryOwner","拥有者","Primary Owner","","字符串","是","设备的所有人。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","basic","基本信息","Basic Information","300","row","3","primaryOwnerContact","联系方式","Contact","","字符串","是","设备所有人的联系方式。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","basic","基本信息","Basic Information","300","row","3","timezone","时区","Time Zone","","字符串","是","设备配置的时间信息。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batHealthState","电池健康状况","Battery Health Status","","字符串","是","电池的健康状况。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batManufacturer","制造商","Manufacturer","","字符串","是","电池的制造商信息。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batMaxLife","最大寿命","Max Life","","字符串","是","电池的最大寿命。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batModel","型号","Model","","字符串","是","电池的型号。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batModelName","型号名称","Model Name","","字符串","是","电池的型号名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batName","电池名称","Battery Name","","字符串","是","附在控制节点电源上的电池的名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batOperStatus","电池运行状态","Battery Operational Status","","字符串","是","电池的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batSerialNumber","序列号","Serial Number","","字符串","是","电池的序列号。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","batteryInfo","电池信息","Battery Information","300","table","1","batStatus","充电状态","Charging Status","","字符串","是","电池的充电状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlHealthState","控制器健康状况","Controller Health Status","","字符串","是","控制器的健康状况。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlName","控制器名称","Controller Name","","字符串","是","控制器的名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","controllerInfo","控制器信息","Controller Information","300","table","1","ctrlOperStatus","控制器运行状态","Controller Operational Status","","字符串","是","控制器的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsCageType","所在盘柜类型","Cage Type","","字符串","是","电源所在的盘柜类型，包括：Unknown， DC1， DC2， DC3， DC4， DCS1， DCS2， DCN1， DCS3， DCS4， DCS5， DCS6， DCS7， DCS8， DCN2。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsElementName","名称","Name","","字符串","是","盘柜电源的名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsHealthState","健康状况","Health Status","","字符串","是","电源的健康状况。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsManufacturer","制造商","Manufacturer","","字符串","是","电源的制造商信息。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsModel","型号","Model","","字符串","是","电源的型号。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsModelName","型号名称","Model Name","","字符串","是","电源的型号名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsName","ID","ID","","字符串","是","盘柜电源的ID。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsOperStatus","运行状态","Operational Status","","字符串","是","电源的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsPosition","位置","Position","","字符串","是","电源的位置信息。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","cpsInfo","盘柜电源信息","Cage Power Supply","300","table","1","cpsSerialNumber","序列号","Serial Number","","字符串","是","电源的序列号。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskInfo","磁盘信息","Disk Information","300","table","3","diskBlockSize","块大小","Block Size","B","数值","是","虚拟磁盘的块容量大小。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskInfo","磁盘信息","Disk Information","300","table","3","diskConsumableSize","磁盘已分配空间","Disk Consumable Size","MB","数值","是","虚拟磁盘已分配空间大小。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskInfo","磁盘信息","Disk Information","300","table","3","diskDevId","磁盘ID","Disk ID","","字符串","是","虚拟磁盘的ID。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskInfo","磁盘信息","Disk Information","300","table","3","diskSize","磁盘容量","Disk Size","MB","数值","是","虚拟磁盘的总空间大小。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskDrive","磁盘状态","Disk Status","300","table","3","diskDevId","磁盘ID","Disk ID","","字符串","是","虚拟磁盘的ID。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskDrive","磁盘状态","Disk Status","300","table","3","diskHealthState","磁盘健康状况","Disk Health Status","","字符串","是","虚拟磁盘的健康情况。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskDrive","磁盘状态","Disk Status","300","table","3","diskOperStatus","磁盘运行状态","Disk Operational Status","","字符串","是","虚拟磁盘的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskDrive","磁盘状态","Disk Status","300","table","3","elementName","磁盘槽位","Disk Slot","","字符串","是","虚拟磁盘的槽位。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","diskDevId","磁盘ID","Disk ID","","字符串","是","虚拟磁盘的ID。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","KBytesRead","数据读速率","KBytesRead","Kbps","数值","是","虚拟磁盘的数据读速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","KBytesTransferred","数据总速率","KBytesTransferred","Kbps","数值","是","虚拟磁盘的数据总速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","KBytesWritten","数据写速率","KBytesWritten","Kbps","数值","是","虚拟磁盘的数据写速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","ReadIOs","IO读速率","ReadIOs","tps","数值","是","虚拟磁盘的IO读速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","TotalIOs","IO总速率","TotalIOs","tps","数值","是","虚拟磁盘的IO总速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","diskRate","磁盘性能","Disk Performance","300","table","3","WriteIOs","IO写速率","WriteIOs","tps","数值","是","虚拟磁盘的IO写速率。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortHealthState","以太接口健康状况","Ethernet Port Health Status","","字符串","是","以太接口的健康状况。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortMaxSpeed","以太接口最大带宽","Ethernet Port Max. Bandwidth","bps","数值","是","以太接口的最大带宽。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortMTU","以太最大传输单元","Ethernet Port MTU","B","数值","是","以太接口的最大传输单元。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortName","以太接口名称","Ethernet Port Name","","字符串","是","以太接口设备的名称。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortNumber","以太接口号","Ethernet Port Number","","字符串","是","以太接口号。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortOperStatus","以太接口运行状态","Ethernet Port Operational Status","","字符串","是","以太接口的运行状态。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortPermAddr","以太接口永久地址","Ethernet Port Permanent Address","","字符串","是","以太接口的永久地址。"
"H3C UniStor CF22000","H3C UniStor CF22000","H3C UniStor CF22000","h3ccf22000","209760028721505","否","ethPortInfo","以太接口信息","Ethernet Port Information","300","table","3","ethPortSpeed","以太接口带宽","Ethernet Port Bandwidth","bps","数值","是","以太接口的带宽。"
